Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1789422568,1,,Aggregated,0.000000,0.000000,940,940,940,940,940,940,940,940,940,940,940,1,0,944.3383449997782,944.3383449997782,944.3383449997782,944.3383449997782,179.0
1789422569,1,,Aggregated,0.000000,0.000000,940,940,940,940,940,940,940,940,940,940,940,1,0,944.3383449997782,944.3383449997782,944.3383449997782,944.3383449997782,179.0
1789422570,1,,Aggregated,0.000000,0.000000,940,940,940,940,940,940,940,940,940,940,940,1,0,944.3383449997782,944.3383449997782,944.3383449997782,944.3383449997782,179.0
1789422571,1,,Aggregated,0.000000,0.000000,940,940,940,940,940,940,940,940,940,940,940,1,0,944.3383449997782,944.3383449997782,944.3383449997782,944.3383449997782,179.0
1789422572,1,,Aggregated,0.000000,0.000000,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,2,0,944.3383449997782,1047.357133999867,944.3383449997782,1150.375922999956,179.0
1789422573,1,,Aggregated,0.000000,0.000000,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,2,0,944.3383449997782,1047.357133999867,944.3383449997782,1150.375922999956,179.0
1789422574,1,,Aggregated,0.000000,0.000000,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,2,0,944.3383449997782,1047.357133999867,944.3383449997782,1150.375922999956,179.0
1789422575,1,,Aggregated,0.000000,0.000000,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,2,0,944.3383449997782,1047.357133999867,944.3383449997782,1150.375922999956,179.0
1789422576,1,,Aggregated,0.000000,0.000000,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,2,0,944.3383449997782,1047.357133999867,944.3383449997782,1150.375922999956,179.0
1789422577,1,,Aggregated,0.000000,0.000000,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,2,0,944.3383449997782,1047.357133999867,944.3383449997782,1150.375922999956,179.0
1789422578,1,,Aggregated,0.000000,0.000000,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,2,0,944.3383449997782,1047.357133999867,944.3383449997782,1150.375922999956,179.0
1789422579,1,,Aggregated,0.000000,0.000000,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,2,0,944.3383449997782,1047.357133999867,944.3383449997782,1150.375922999956,179.0
1789422580,1,,Aggregated,0.000000,0.000000,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,2,0,944.3383449997782,1047.357133999867,944.3383449997782,1150.375922999956,179.0
1789422581,1,,Aggregated,0.000000,0.000000,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,2,0,944.3383449997782,1047.357133999867,944.3383449997782,1150.375922999956,179.0
1789422582,1,,Aggregated,0.000000,0.000000,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,2,0,944.3383449997782,1047.357133999867,944.3383449997782,1150.375922999956,179.0
1789422583,1,,Aggregated,0.000000,0.000000,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,2,0,944.3383449997782,1047.357133999867,944.3383449997782,1150.375922999956,179.0
1789422584,1,,Aggregated,0.000000,0.000000,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,2,0,944.3383449997782,1047.357133999867,944.3383449997782,1150.375922999956,179.0
1789422585,1,,Aggregated,0.000000,0.000000,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,2,0,944.3383449997782,1047.357133999867,944.3383449997782,1150.375922999956,179.0
1789422586,1,,Aggregated,0.000000,0.000000,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,2,0,944.3383449997782,1047.357133999867,944.3383449997782,1150.375922999956,179.0
1789422587,1,,Aggregated,0.000000,0.000000,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,2,0,944.3383449997782,1047.357133999867,944.3383449997782,1150.375922999956,179.0
1789422588,1,,Aggregated,0.000000,0.000000,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,2,0,944.3383449997782,1047.357133999867,944.3383449997782,1150.375922999956,179.0
1789422589,1,,Aggregated,0.000000,0.000000,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,2,0,944.3383449997782,1047.357133999867,944.3383449997782,1150.375922999956,179.0
1789422590,1,,Aggregated,0.000000,0.000000,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,2,0,944.3383449997782,1047.357133999867,944.3383449997782,1150.375922999956,179.0
1789422591,1,,Aggregated,0.000000,0.000000,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,2,0,944.3383449997782,1047.357133999867,944.3383449997782,1150.375922999956,179.0
1789422592,1,,Aggregated,0.000000,0.000000,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,2,0,944.3383449997782,1047.357133999867,944.3383449997782,1150.375922999956,179.0
1789422593,1,,Aggregated,0.000000,0.000000,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,2,0,944.3383449997782,1047.357133999867,944.3383449997782,1150.375922999956,179.0
1789422594,1,,Aggregated,0.000000,0.000000,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,2,0,944.3383449997782,1047.357133999867,944.3383449997782,1150.375922999956,179.0
1789422595,1,,Aggregated,0.000000,0.000000,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,2,0,944.3383449997782,1047.357133999867,944.3383449997782,1150.375922999956,179.0
1789422596,1,,Aggregated,0.000000,0.000000,970,970,1200,1200,1200,1200,1200,1200,1200,1200,1200,3,0,970,1020.4060200000337,944.3383449997782,1150.375922999956,179.0
1789422597,1,,Aggregated,0.000000,0.000000,970,970,1200,1200,1200,1200,1200,1200,1200,1200,1200,3,0,970,1020.4060200000337,944.3383449997782,1150.375922999956,179.0
1789422598,1,,Aggregated,0.000000,0.000000,970,970,1200,1200,1200,1200,1200,1200,1200,1200,1200,3,0,970,1020.4060200000337,944.3383449997782,1150.375922999956,179.0
1789422599,1,,Aggregated,0.000000,0.000000,970,970,1200,1200,1200,1200,1200,1200,1200,1200,1200,3,0,970,1020.4060200000337,944.3383449997782,1150.375922999956,179.0
1789422600,1,,Aggregated,0.000000,0.000000,970,970,1200,1200,1200,1200,1200,1200,1200,1200,1200,3,0,970,1020.4060200000337,944.3383449997782,1150.375922999956,179.0
1789422601,1,,Aggregated,0.000000,0.000000,970,970,1200,1200,1200,1200,1200,1200,1200,1200,1200,3,0,970,1020.4060200000337,944.3383449997782,1150.375922999956,179.0
1789422602,1,,Aggregated,0.000000,0.000000,970,970,1200,1200,1200,1200,1200,1200,1200,1200,1200,3,0,970,1020.4060200000337,944.3383449997782,1150.375922999956,179.0
1789422603,1,,Aggregated,0.000000,0.000000,970,970,1200,1200,1200,1200,1200,1200,1200,1200,1200,3,0,970,1020.4060200000337,944.3383449997782,1150.375922999956,179.0
1789422604,1,,Aggregated,0.000000,0.000000,970,970,1200,1200,1200,1200,1200,1200,1200,1200,1200,3,0,970,1020.4060200000337,944.3383449997782,1150.375922999956,179.0
1789422605,1,,Aggregated,0.000000,0.000000,970,970,1200,1200,1200,1200,1200,1200,1200,1200,1200,3,0,970,1020.4060200000337,944.3383449997782,1150.375922999956,179.0
1789422606,1,,Aggregated,0.000000,0.000000,970,970,1200,1200,1200,1200,1200,1200,1200,1200,1200,3,0,970,1020.4060200000337,944.3383449997782,1150.375922999956,179.0
1789422607,1,,Aggregated,0.000000,0.000000,970,970,1200,1200,1200,1200,1200,1200,1200,1200,1200,3,0,970,1020.4060200000337,944.3383449997782,1150.375922999956,179.0
1789422608,1,,Aggregated,0.000000,0.000000,970,970,1200,1200,1200,1200,1200,1200,1200,1200,1200,3,0,970,1020.4060200000337,944.3383449997782,1150.375922999956,179.0
1789422609,1,,Aggregated,0.000000,0.000000,970,970,1200,1200,1200,1200,1200,1200,1200,1200,1200,3,0,970,1020.4060200000337,944.3383449997782,1150.375922999956,179.0
1789422610,1,,Aggregated,0.000000,0.000000,970,970,1200,1200,1200,1200,1200,1200,1200,1200,1200,3,0,970,1020.4060200000337,944.3383449997782,1150.375922999956,179.0
1789422611,1,,Aggregated,0.000000,0.000000,970,970,1200,1200,1200,1200,1200,1200,1200,1200,1200,3,0,970,1020.4060200000337,944.3383449997782,1150.375922999956,179.0
1789422612,1,,Aggregated,0.000000,0.000000,970,970,1200,1200,1200,1200,1200,1200,1200,1200,1200,3,0,970,1020.4060200000337,944.3383449997782,1150.375922999956,179.0
1789422613,1,,Aggregated,0.000000,0.000000,970,970,1200,1200,1200,1200,1200,1200,1200,1200,1200,3,0,970,1020.4060200000337,944.3383449997782,1150.375922999956,179.0
1789422614,1,,Aggregated,0.000000,0.000000,970,970,1200,1200,1200,1200,1200,1200,1200,1200,1200,3,0,970,1020.4060200000337,944.3383449997782,1150.375922999956,179.0
1789422615,1,,Aggregated,0.000000,0.000000,970,970,1200,1200,1200,1200,1200,1200,1200,1200,1200,3,0,970,1020.4060200000337,944.3383449997782,1150.375922999956,179.0
1789422616,1,,Aggregated,0.000000,0.000000,970,970,1200,1200,1200,1200,1200,1200,1200,1200,1200,3,0,970,1020.4060200000337,944.3383449997782,1150.375922999956,179.0
1789422617,1,,Aggregated,0.000000,0.000000,970,970,1200,1200,1200,1200,1200,1200,1200,1200,1200,3,0,970,1020.4060200000337,944.3383449997782,1150.375922999956,179.0
1789422618,1,,Aggregated,0.000000,0.000000,970,970,1200,1200,1200,1200,1200,1200,1200,1200,1200,3,0,970,1020.4060200000337,944.3383449997782,1150.375922999956,179.0
1789422619,1,,Aggregated,0.000000,0.000000,970,970,1200,1200,1200,1200,1200,1200,1200,1200,1200,3,0,970,1020.4060200000337,944.3383449997782,1150.375922999956,179.0
1789422620,1,,Aggregated,0.000000,0.000000,970,970,1200,1200,1200,1200,1200,1200,1200,1200,1200,3,0,970,1020.4060200000337,944.3383449997782,1150.375922999956,179.0
1789422621,1,,Aggregated,0.000000,0.000000,970,970,1200,1200,1200,1200,1200,1200,1200,1200,1200,3,0,970,1020.4060200000337,944.3383449997782,1150.375922999956,179.0
1789422622,1,,Aggregated,0.000000,0.000000,1000,1000,1200,1200,1200,1200,1200,1200,1200,1200,1200,4,0,970,1017.3885617500673,944.3383449997782,1150.375922999956,179.0
1789422623,1,,Aggregated,0.000000,0.000000,1000,1000,1200,1200,1200,1200,1200,1200,1200,1200,1200,4,0,970,1017.3885617500673,944.3383449997782,1150.375922999956,179.0
1789422624,1,,Aggregated,0.000000,0.000000,1000,1000,1200,1200,1200,1200,1200,1200,1200,1200,1200,4,0,970,1017.3885617500673,944.3383449997782,1150.375922999956,179.0
1789422625,1,,Aggregated,0.000000,0.000000,1000,1000,1200,1200,1200,1200,1200,1200,1200,1200,1200,4,0,970,1017.3885617500673,944.3383449997782,1150.375922999956,179.0
1789422626,1,,Aggregated,0.000000,0.000000,1000,1000,1200,1200,1200,1200,1200,1200,1200,1200,1200,4,0,970,1017.3885617500673,944.3383449997782,1150.375922999956,179.0
1789422627,1,,Aggregated,0.000000,0.000000,1000,1000,1200,1200,1200,1200,1200,1200,1200,1200,1200,4,0,970,1017.3885617500673,944.3383449997782,1150.375922999956,179.0
1789422628,1,,Aggregated,0.000000,0.000000,1000,1000,1200,1200,1200,1200,1200,1200,1200,1200,1200,4,0,970,1017.3885617500673,944.3383449997782,1150.375922999956,179.0
1789422629,1,,Aggregated,0.000000,0.000000,1000,1000,1200,1200,1200,1200,1200,1200,1200,1200,1200,4,0,970,1017.3885617500673,944.3383449997782,1150.375922999956,179.0
1789422630,1,,Aggregated,0.000000,0.000000,1000,1000,1200,1200,1200,1200,1200,1200,1200,1200,1200,4,0,970,1017.3885617500673,944.3383449997782,1150.375922999956,179.0
1789422631,1,,Aggregated,0.000000,0.000000,1000,1000,1200,1200,1200,1200,1200,1200,1200,1200,1200,4,0,970,1017.3885617500673,944.3383449997782,1150.375922999956,179.0
1789422632,1,,Aggregated,0.000000,0.000000,1000,1000,1200,1200,1200,1200,1200,1200,1200,1200,1200,4,0,970,1017.3885617500673,944.3383449997782,1150.375922999956,179.0
1789422633,1,,Aggregated,0.000000,0.000000,1000,1000,1200,1200,1200,1200,1200,1200,1200,1200,1200,4,0,970,1017.3885617500673,944.3383449997782,1150.375922999956,179.0
1789422634,1,,Aggregated,0.000000,0.000000,1000,1000,1200,1200,1200,1200,1200,1200,1200,1200,1200,4,0,970,1017.3885617500673,944.3383449997782,1150.375922999956,179.0
1789422635,1,,Aggregated,0.000000,0.000000,1000,1000,1200,1200,1200,1200,1200,1200,1200,1200,1200,4,0,970,1017.3885617500673,944.3383449997782,1150.375922999956,179.0
1789422636,1,,Aggregated,0.000000,0.000000,1000,1000,1200,1200,1200,1200,1200,1200,1200,1200,1200,4,0,970,1017.3885617500673,944.3383449997782,1150.375922999956,179.0
1789422637,1,,Aggregated,0.000000,0.000000,1000,1000,1200,1200,1200,1200,1200,1200,1200,1200,1200,4,0,970,1017.3885617500673,944.3383449997782,1150.375922999956,179.0
1789422638,1,,Aggregated,0.000000,0.000000,1000,1000,1200,1200,1200,1200,1200,1200,1200,1200,1200,4,0,970,1017.3885617500673,944.3383449997782,1150.375922999956,179.0
1789422639,1,,Aggregated,0.000000,0.000000,1000,1000,1200,1200,1200,1200,1200,1200,1200,1200,1200,4,0,970,1017.3885617500673,944.3383449997782,1150.375922999956,179.0
1789422640,1,,Aggregated,0.000000,0.000000,1000,1000,1200,1200,1200,1200,1200,1200,1200,1200,1200,4,0,970,1017.3885617500673,944.3383449997782,1150.375922999956,179.0
1789422641,1,,Aggregated,0.000000,0.000000,1000,1000,1200,1200,1200,1200,1200,1200,1200,1200,1200,4,0,970,1017.3885617500673,944.3383449997782,1150.375922999956,179.0
1789422642,1,,Aggregated,0.000000,0.000000,1000,1000,1200,1200,1200,1200,1200,1200,1200,1200,1200,4,0,970,1017.3885617500673,944.3383449997782,1150.375922999956,179.0
1789422643,1,,Aggregated,0.000000,0.000000,1000,1000,1200,1200,1200,1200,1200,1200,1200,1200,1200,4,0,970,1017.3885617500673,944.3383449997782,1150.375922999956,179.0
1789422644,1,,Aggregated,0.000000,0.000000,1000,1000,1200,1200,1200,1200,1200,1200,1200,1200,1200,4,0,970,1017.3885617500673,944.3383449997782,1150.375922999956,179.0
1789422645,1,,Aggregated,0.000000,0.000000,1000,1100,1100,1200,1200,1200,1200,1200,1200,1200,1200,5,0,1000,1042.3601266000333,944.3383449997782,1150.375922999956,179.0
1789422646,1,,Aggregated,0.000000,0.000000,1000,1100,1100,1200,1200,1200,1200,1200,1200,1200,1200,5,0,1000,1042.3601266000333,944.3383449997782,1150.375922999956,179.0
1789422647,1,,Aggregated,0.000000,0.000000,1000,1100,1100,1200,1200,1200,1200,1200,1200,1200,1200,5,0,1000,1042.3601266000333,944.3383449997782,1150.375922999956,179.0
1789422648,1,,Aggregated,0.000000,0.000000,1000,1100,1100,1200,1200,1200,1200,1200,1200,1200,1200,5,0,1000,1042.3601266000333,944.3383449997782,1150.375922999956,179.0
1789422649,1,,Aggregated,0.000000,0.000000,1000,1100,1100,1200,1200,1200,1200,1200,1200,1200,1200,5,0,1000,1042.3601266000333,944.3383449997782,1150.375922999956,179.0
1789422650,1,,Aggregated,0.000000,0.000000,1000,1100,1100,1200,1200,1200,1200,1200,1200,1200,1200,5,0,1000,1042.3601266000333,944.3383449997782,1150.375922999956,179.0
1789422651,1,,Aggregated,0.000000,0.000000,1000,1100,1100,1200,1200,1200,1200,1200,1200,1200,1200,5,0,1000,1042.3601266000333,944.3383449997782,1150.375922999956,179.0
1789422652,1,,Aggregated,0.000000,0.000000,1000,1100,1100,1200,1200,1200,1200,1200,1200,1200,1200,5,0,1000,1042.3601266000333,944.3383449997782,1150.375922999956,179.0
1789422653,1,,Aggregated,0.000000,0.000000,1000,1100,1100,1200,1200,1200,1200,1200,1200,1200,1200,5,0,1000,1042.3601266000333,944.3383449997782,1150.375922999956,179.0
1789422654,1,,Aggregated,0.000000,0.000000,1000,1100,1100,1200,1200,1200,1200,1200,1200,1200,1200,5,0,1000,1042.3601266000333,944.3383449997782,1150.375922999956,179.0
1789422655,1,,Aggregated,0.000000,0.000000,1000,1100,1100,1200,1200,1200,1200,1200,1200,1200,1200,5,0,1000,1042.3601266000333,944.3383449997782,1150.375922999956,179.0
1789422656,1,,Aggregated,0.000000,0.000000,1000,1100,1100,1200,1200,1200,1200,1200,1200,1200,1200,5,0,1000,1042.3601266000333,944.3383449997782,1150.375922999956,179.0
1789422657,1,,Aggregated,0.000000,0.000000,1000,1100,1100,1200,1200,1200,1200,1200,1200,1200,1200,5,0,1000,1042.3601266000333,944.3383449997782,1150.375922999956,179.0
1789422658,1,,Aggregated,0.000000,0.000000,1000,1100,1100,1200,1200,1200,1200,1200,1200,1200,1200,5,0,1000,1042.3601266000333,944.3383449997782,1150.375922999956,179.0
1789422659,1,,Aggregated,0.000000,0.000000,1000,1100,1100,1200,1200,1200,1200,1200,1200,1200,1200,5,0,1000,1042.3601266000333,944.3383449997782,1150.375922999956,179.0
1789422660,1,,Aggregated,0.000000,0.000000,1000,1100,1100,1200,1200,1200,1200,1200,1200,1200,1200,5,0,1000,1042.3601266000333,944.3383449997782,1150.375922999956,179.0
1789422661,1,,Aggregated,0.000000,0.000000,1000,1100,1100,1200,1200,1200,1200,1200,1200,1200,1200,5,0,1000,1042.3601266000333,944.3383449997782,1150.375922999956,179.0
1789422662,1,,Aggregated,0.000000,0.000000,1000,1100,1100,1200,1200,1200,1200,1200,1200,1200,1200,5,0,1000,1042.3601266000333,944.3383449997782,1150.375922999956,179.0
1789422663,1,,Aggregated,0.000000,0.000000,1000,1100,1100,1200,1200,1200,1200,1200,1200,1200,1200,5,0,1000,1042.3601266000333,944.3383449997782,1150.375922999956,179.0
1789422664,1,,Aggregated,0.000000,0.000000,1000,1100,1100,1200,1200,1200,1200,1200,1200,1200,1200,5,0,1000,1042.3601266000333,944.3383449997782,1150.375922999956,179.0
1789422665,1,,Aggregated,0.000000,0.000000,1000,1100,1100,1200,1200,1200,1200,1200,1200,1200,1200,5,0,1000,1042.3601266000333,944.3383449997782,1150.375922999956,179.0
1789422666,1,,Aggregated,0.000000,0.000000,1000,1100,1100,1200,1200,1200,1200,1200,1200,1200,1200,5,0,1000,1042.3601266000333,944.3383449997782,1150.375922999956,179.0
1789422667,1,,Aggregated,0.000000,0.000000,1000,1100,1100,1200,1200,1200,1200,1200,1200,1200,1200,5,0,1000,1042.3601266000333,944.3383449997782,1150.375922999956,179.0
1789422668,1,,Aggregated,0.000000,0.000000,1000,1100,1100,1200,1200,1200,1200,1200,1200,1200,1200,5,0,1000,1042.3601266000333,944.3383449997782,1150.375922999956,179.0
1789422669,1,,Aggregated,0.000000,0.000000,1000,1100,1100,1200,1200,1200,1200,1200,1200,1200,1200,5,0,1000,1042.3601266000333,944.3383449997782,1150.375922999956,179.0
1789422670,1,,Aggregated,0.000000,0.000000,1100,1100,1200,1200,1300,1300,1300,1300,1300,1300,1300,6,0,1000,1083.0274754998754,944.3383449997782,1286.3642199990863,179.0
1789422671,1,,Aggregated,0.000000,0.000000,1100,1100,1200,1200,1300,1300,1300,1300,1300,1300,1300,6,0,1000,1083.0274754998754,944.3383449997782,1286.3642199990863,179.0
1789422672,1,,Aggregated,0.000000,0.000000,1100,1100,1200,1200,1300,1300,1300,1300,1300,1300,1300,6,0,1000,1083.0274754998754,944.3383449997782,1286.3642199990863,179.0
1789422673,1,,Aggregated,0.000000,0.000000,1100,1100,1200,1200,1300,1300,1300,1300,1300,1300,1300,6,0,1000,1083.0274754998754,944.3383449997782,1286.3642199990863,179.0
1789422675,1,,Aggregated,0.000000,0.000000,1100,1100,1200,1200,1300,1300,1300,1300,1300,1300,1300,6,0,1000,1083.0274754998754,944.3383449997782,1286.3642199990863,179.0
1789422676,1,,Aggregated,0.000000,0.000000,1100,1100,1200,1200,1300,1300,1300,1300,1300,1300,1300,6,0,1000,1083.0274754998754,944.3383449997782,1286.3642199990863,179.0
1789422677,1,,Aggregated,0.000000,0.000000,1100,1100,1200,1200,1300,1300,1300,1300,1300,1300,1300,6,0,1000,1083.0274754998754,944.3383449997782,1286.3642199990863,179.0
1789422678,1,,Aggregated,0.000000,0.000000,1100,1100,1200,1200,1300,1300,1300,1300,1300,1300,1300,6,0,1000,1083.0274754998754,944.3383449997782,1286.3642199990863,179.0
1789422679,1,,Aggregated,0.000000,0.000000,1100,1100,1200,1200,1300,1300,1300,1300,1300,1300,1300,6,0,1000,1083.0274754998754,944.3383449997782,1286.3642199990863,179.0
1789422680,1,,Aggregated,0.000000,0.000000,1100,1100,1200,1200,1300,1300,1300,1300,1300,1300,1300,6,0,1000,1083.0274754998754,944.3383449997782,1286.3642199990863,179.0
1789422681,1,,Aggregated,0.000000,0.000000,1100,1100,1200,1200,1300,1300,1300,1300,1300,1300,1300,6,0,1000,1083.0274754998754,944.3383449997782,1286.3642199990863,179.0
1789422682,1,,Aggregated,0.000000,0.000000,1100,1100,1200,1200,1300,1300,1300,1300,1300,1300,1300,6,0,1000,1083.0274754998754,944.3383449997782,1286.3642199990863,179.0
1789422683,1,,Aggregated,0.000000,0.000000,1100,1100,1200,1200,1300,1300,1300,1300,1300,1300,1300,6,0,1000,1083.0274754998754,944.3383449997782,1286.3642199990863,179.0
1789422684,1,,Aggregated,0.000000,0.000000,1100,1100,1200,1200,1300,1300,1300,1300,1300,1300,1300,6,0,1000,1083.0274754998754,944.3383449997782,1286.3642199990863,179.0
1789422685,1,,Aggregated,0.000000,0.000000,1100,1100,1200,1200,1300,1300,1300,1300,1300,1300,1300,6,0,1000,1083.0274754998754,944.3383449997782,1286.3642199990863,179.0
1789422686,1,,Aggregated,0.000000,0.000000,1100,1100,1200,1200,1300,1300,1300,1300,1300,1300,1300,6,0,1000,1083.0274754998754,944.3383449997782,1286.3642199990863,179.0
1789422687,1,,Aggregated,0.000000,0.000000,1100,1100,1200,1200,1300,1300,1300,1300,1300,1300,1300,6,0,1000,1083.0274754998754,944.3383449997782,1286.3642199990863,179.0
1789422688,1,,Aggregated,0.000000,0.000000,1100,1100,1200,1200,1300,1300,1300,1300,1300,1300,1300,6,0,1000,1083.0274754998754,944.3383449997782,1286.3642199990863,179.0
1789422689,1,,Aggregated,0.000000,0.000000,1100,1100,1200,1200,1300,1300,1300,1300,1300,1300,1300,6,0,1000,1083.0274754998754,944.3383449997782,1286.3642199990863,179.0
1789422690,1,,Aggregated,0.000000,0.000000,1100,1100,1200,1200,1300,1300,1300,1300,1300,1300,1300,6,0,1000,1083.0274754998754,944.3383449997782,1286.3642199990863,179.0
1789422691,1,,Aggregated,0.000000,0.000000,1100,1100,1200,1200,1300,1300,1300,1300,1300,1300,1300,6,0,1000,1083.0274754998754,944.3383449997782,1286.3642199990863,179.0
1789422692,1,,Aggregated,0.000000,0.000000,1100,1100,1200,1200,1300,1300,1300,1300,1300,1300,1300,6,0,1000,1083.0274754998754,944.3383449997782,1286.3642199990863,179.0
1789422693,1,,Aggregated,0.000000,0.000000,1100,1100,1200,1200,1300,1300,1300,1300,1300,1300,1300,6,0,1000,1083.0274754998754,944.3383449997782,1286.3642199990863,179.0
1789422694,1,,Aggregated,0.000000,0.000000,1100,1100,1200,1200,1300,1300,1300,1300,1300,1300,1300,6,0,1000,1083.0274754998754,944.3383449997782,1286.3642199990863,179.0
1789422695,1,,Aggregated,0.000000,0.000000,1100,1100,1200,1200,1300,1300,1300,1300,1300,1300,1300,6,0,1000,1083.0274754998754,944.3383449997782,1286.3642199990863,179.0
